Articles	Categories	continent
Medieval_music	subject.Music.Musical_genres_styles_eras_and_events	 europe
Mediterranean_Sea	subject.Geography.General_Geography	 africa
Mega_Man_X_%28character%29	subject.Everyday_life.Computer_and_Video_games	 asia
Meitnerium	subject.Science.Chemistry.Chemical_elements	 ant
Mekong	subject.Geography.Geography_of_Asia	 asia
Melbourne	subject.Geography.Geography_of_Oceania_Australasia	 australia
Mendelevium	subject.Science.Chemistry.Chemical_elements	 asia
Mendip_Hills	subject.Geography.Geography_of_Great_Britain	 europe
Meningitis	subject.Science.Biology.Health_and_medicine	 africa
Menstrual_cycle	subject.Science.Biology.Evolution_and_reproduction	 asia
Mentha	subject.Science.Biology.Plants	 ant
Menthol	subject.Science.Chemistry.Chemical_compounds	 asia
Mercantilism	subject.Business_Studies.Economics	 europe
Mercantilism	subject.Citizenship.Politics_and_government	 europe
Mercia	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Mercury_%28element%29	subject.Science.Chemistry.Chemical_elements	 asia
Mercury_%28planet%29	subject.Science.Physics.The_Planets	 ant
Merrimack_River	subject.Geography.North_American_Geography	 north
Merseburg_Incantations	subject.Language_and_literature.General_Literature	 europe
Mesopotamia	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mestizo	subject.Geography.Peoples	 south
Metal	subject.Science.Chemistry.General_Chemistry	 asia
Metallurgy	subject.Science.Chemistry.Materials_science	 asia
Metamorphic_rock	subject.Geography.Geology_and_geophysics	 asia
Meteor	subject.Science.Physics.Space_Astronomy	 ant
Meteor_shower	subject.Science.Physics.Space_Astronomy	 ant
Meteorological_history_of_Hurricane_Katrina	subject.Geography.Natural_Disasters	 north
Meteorology	subject.Geography.Climate_and_the_Weather	 asia
Metric_expansion_of_space	subject.Science.Physics.Space_Astronomy	 ant
Mexico	subject.Countries	 north
Mexico	subject.Geography.North_American_Geography	 north
Mexico_City	subject.Geography.North_American_Geography	 north
Miami%2C_Florida	subject.Geography.North_American_Geography	 north
Michael_Faraday	subject.People.Chemists	 europe
Michael_Jordan	subject.People.Sports_and_games_people	 north
Michael_Ramsey	subject.People.Religious_figures_and_leaders	 europe
Michael_Woodruff	subject.People.Human_Scientists	 australia
Michelangelo	subject.People.Artists	 europe
Michigan_State_University	subject.Geography.North_American_Geography	 north
Mickey_Mantle	subject.People.Sports_and_games_people	 north
Microraptor	subject.Science.Biology.Dinosaurs	 asia
Microscope	subject.Design_and_Technology.Engineering	 ant
Microsoft	subject.Business_Studies.Companies	 north
Microsoft	subject.IT.Software	 north
Microsoft_Windows	subject.IT.Software	 north
Middle_Ages	subject.History.General_history	 europe
Middle_East	subject.Geography.General_Geography	 asia
Midway_Atoll	subject.Geography.Geography_of_Oceania_Australasia	 pacific
Miguel_de_Cervantes	subject.People.Writers_and_critics	 europe
Mikhail_Gorbachev	subject.People.Political_People	 europe
Milan	subject.Geography.European_Geography	 europe
Miles_Davis	subject.People.Performers_and_composers	 ant
Milgram_experiment	subject.Science.Biology.Health_and_medicine	 ant
Military_dictatorship	subject.Citizenship.Politics_and_government	 south
Military_history_of_Canada	subject.History.Military_History_and_War	 north
Military_history_of_France	subject.History.Military_History_and_War	 europe
Military_history_of_Puerto_Rico	subject.History.Military_History_and_War	 ant
Military_history_of_the_Soviet_Union	subject.History.Military_History_and_War	 europe
Milk	subject.Everyday_life.Drink	 asia
Milk_thistle	subject.Science.Biology.Plants	 europe
Milkshake	subject.Everyday_life.Drink	 north
Milky_Way	subject.Science.Physics.Space_Astronomy	 ant
Millard_Fillmore	subject.People.USA_Presidents	 north
Milton_Keynes	subject.Geography.Geography_of_Great_Britain	 europe
Mind	subject.Religion.Philosophy	 australia
Mineral	subject.Geography.Mineralogy	 south
Ming_Dynasty	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mini	subject.Design_and_Technology.Road_transport	 europe
Minimum_wage	subject.Business_Studies.Economics	 world
Mining	subject.Business_Studies.Business	 asia
Minmi_%28dinosaur%29	subject.Science.Biology.Dinosaurs	 australia
Minneapolis%2C_Minnesota	subject.Geography.North_American_Geography	 north
Minnesota	subject.Geography.North_American_Geography	 north
Minoan_civilization	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Minstrel_show	subject.Everyday_life.Television	 north
Miocene	subject.Geography.Geology_and_geophysics	 africa
Mir	subject.Science.Physics.Space_transport	 asia
Mirabilis_%28plant%29	subject.Science.Biology.Plants	 south
Miranda_Otto	subject.People.Actors_models_and_celebrities	 australia
Mississippi_River	subject.Geography.North_American_Geography	 north
Missouri_River	subject.Geography.North_American_Geography	 north
Mistle_Thrush	subject.Science.Biology.Birds	 europe
Mitochondrial_Eve	subject.Science.Biology.Evolution_and_reproduction	 africa
Mitochondrion	subject.Science.Biology.General_Biology	 asia
Mixed-breed_dog	subject.Science.Biology.Mammals	 asia
Mixtape	subject.Music.Musical_Recordings_and_compositions	 south
Modern_history	subject.History.General_history	 europe
Modernist_poetry_in_English	subject.Language_and_literature.Poetry_and_Opera	 europe
Mogadishu	subject.Geography.African_Geography	 africa
Mohs_scale_of_mineral_hardness	subject.Geography.Mineralogy	 ant
Moldova	subject.Countries	 europe
Moldova	subject.Geography.European_Geography.European_Countries	 europe
Moldovans	subject.Geography.Peoples	 europe
Mole_%28animal%29	subject.Science.Biology.Mammals	 ant
Molybdenum	subject.Science.Chemistry.Chemical_elements	 ant
Momentum	subject.Science.Physics.General_Physics	 ant
Mona_Lisa	subject.Art.Art	 europe
Monaco	subject.Countries	 europe
Monaco	subject.Geography.European_Geography.European_Countries	 europe
Monaco_Grand_Prix	subject.Everyday_life.Sports_events	 europe
Monarchies_in_the_European_Union	subject.Citizenship.Politics_and_government	 europe
Monarchy	subject.Citizenship.Politics_and_government	 europe
Monarda_didyma	subject.Science.Biology.Plants	 north
Money	subject.Business_Studies.Currency	 world
Mongol_Empire	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mongol_invasion_of_Central_Asia	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mongolia	subject.Geography.Geography_of_Asia	 asia
Mongoose	subject.Science.Biology.Mammals	 asia
Monkey	subject.Science.Biology.Mammals	 ant
Monoclonius	subject.Science.Biology.Dinosaurs	 ant
Monopoly_%28game%29	subject.Everyday_life.Games	 ant
Monrovia	subject.Geography.African_Geography	 africa
Montenegro	subject.Countries	 europe
Montenegro	subject.Geography.European_Geography.European_Countries	 europe
Montevideo	subject.Geography.Central_and_South_American_Geography	 south
Montreal	subject.Geography.North_American_Geography	 north
Montreal_Metro	subject.Design_and_Technology.Railway_transport	 north
Montserrat	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Montserrat	subject.Countries	 ant
Monty_Python	subject.Everyday_life.Television	 europe
Moon	subject.Science.Physics.Space_Astronomy	 ant
Moon_landing	subject.Science.Physics.Space_transport	 north
Moore%27s_Law	subject.IT.Computing_hardware_and_infrastructure	 asia
Moorgate	subject.Geography.Geography_of_Great_Britain	 europe
Moorhen	subject.Science.Biology.Birds	 australia
Morecambe_Bay	subject.Geography.Geography_of_Great_Britain	 europe
Morecambe_and_Wise	subject.Everyday_life.Television	 europe
Moringa_oleifera	subject.Science.Biology.Plants	 africa
Mormon	subject.Religion.Religious_movements_traditions_and_organizations	 north
Mormon_Trail	subject.History.North_American_History	 north
Morocco	subject.Geography.African_Geography.African_Countries	 africa
Morocco	subject.Countries	 africa
Morphine	subject.Science.Chemistry.Chemical_compounds	 asia
Morphine	subject.Science.Biology.Health_and_medicine	 asia
Morris_dance	subject.Everyday_life.Recreation	 europe
Mosaic	subject.Art.Art	 europe
Moscow	subject.Geography.Geography_of_Great_Britain	 europe
Mosque	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Moss	subject.Science.Biology.Plants	 australia
Mother_Teresa	subject.People.Religious_figures_and_leaders	 asia
Motion_%28physics%29	subject.Science.Physics.General_Physics	 ant
Mount_Baker	subject.Geography.North_American_Geography	 north
Mount_Everest	subject.Geography.General_Geography	 asia
Mount_Everest	subject.Geography.Geography_of_Asia	 asia
Mount_Kilimanjaro	subject.Geography.African_Geography	 africa
Mount_Nyiragongo	subject.Geography.African_Geography	 africa
Mount_Osmond%2C_South_Australia	subject.Geography.Geography_of_Oceania_Australasia	 australia
Mount_Pinatubo	subject.Geography.Geography_of_Asia	 asia
Mount_Rainier	subject.Geography.North_American_Geography	 north
Mount_Rushmore	subject.Geography.North_American_Geography	 north
Mount_St._Helens	subject.Geography.North_American_Geography	 north
Mount_Unzen	subject.Geography.Geography_of_Asia	 asia
Mount_Vesuvius	subject.Geography.European_Geography	 europe
Mountain_Gorilla	subject.Science.Biology.Mammals	 africa
Mozambique	subject.Geography.African_Geography.African_Countries	 africa
Mozambique	subject.Countries	 africa
Mozilla_Firefox	subject.IT.Software	 asia
Mu_Arae	subject.Science.Physics.Space_Astronomy	 ant
Muhammad	subject.People.Religious_figures_and_leaders	 middle
Muhammad_Ali	subject.People.Sports_and_games_people	 north
Muhammad_Ali_Jinnah	subject.People.Political_People	 asia
Muhammad_Iqbal	subject.People.Writers_and_critics	 asia
Muhammad_ibn_Musa_al-Khwarizmi	subject.People.Astronomers_and_physicists	 asia
Multiculturalism	subject.Citizenship.Culture_and_Diversity	 australia
Multiple_sclerosis	subject.Science.Biology.Health_and_medicine	 asia
Multiple_sequence_alignment	subject.Science.Biology.General_Biology	 ant
Mumbai	subject.Geography.Geography_of_Asia	 asia
Mummy	subject.History.Archaeology	 africa
Munich	subject.Geography.European_Geography	 europe
Murray_River	subject.Geography.Geography_of_Oceania_Australasia	 australia
Muscat%2C_Oman	subject.Geography.Geography_of_the_Middle_East	 asia
Music	subject.Music.Musical_genres_styles_eras_and_events	 world
Music_of_Albania	subject.Music.Musical_genres_styles_eras_and_events	 europe
Music_of_Antigua_and_Barbuda	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_Barbados	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_Dominica	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_Hawaii	subject.Music.Musical_genres_styles_eras_and_events	 asia
Music_of_Hungary	subject.Music.Musical_genres_styles_eras_and_events	 europe
Music_of_Ireland	subject.Music.Musical_genres_styles_eras_and_events	 europe
Music_of_Italy	subject.Music.Musical_genres_styles_eras_and_events	 europe
Music_of_Martinique_and_Guadeloupe	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_New_Zealand	subject.Music.Musical_genres_styles_eras_and_events	 australia
Music_of_Spain	subject.Music.Musical_genres_styles_eras_and_events	 europe
Music_of_Thailand	subject.Music.Musical_genres_styles_eras_and_events	 asia
Music_of_Trinidad_and_Tobago	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_the_Bahamas	subject.Music.Musical_genres_styles_eras_and_events	 car
Music_of_the_Lesser_Antilles	subject.Music.Musical_genres_styles_eras_and_events	 ant
Music_of_the_United_States	subject.Music.Musical_genres_styles_eras_and_events	 north
Music_of_the_trecento	subject.Music.Musical_genres_styles_eras_and_events	 europe
Musical_instrument	subject.Music.Musical_Instruments	 world
Mustard_plant	subject.Science.Biology.Plants	 asia
Mustard_seed	subject.Everyday_life.Food_and_agriculture	 asia
Muttaburrasaurus	subject.Science.Biology.Dinosaurs	 australia
Myanmar	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Myanmar	subject.Countries	 asia
Myco-heterotrophy	subject.Science.Biology.General_Biology	 south
Myers-Briggs_Type_Indicator	subject.Science.Biology.Health_and_medicine	 ant
Myocardial_infarction	subject.Science.Biology.Health_and_medicine	 asia
Mysticism	subject.Religion.Philosophy	 asia
Mythology	subject.Language_and_literature.Literature_types	 greece
Myxobolus_cerebralis	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
NATO	subject.Citizenship.Politics_and_government	 europe
Nadia_Com%C4%83neci	subject.People.Sports_and_games_people	 africa
Nagorno-Karabakh_War	subject.History.Recent_History	 asia
Nahuatl_language	subject.Language_and_literature.Languages	 north
Nairobi	subject.Geography.African_Geography	 africa
Naked_Mole_Rat	subject.Science.Biology.Mammals	 africa
Names_of_God_in_Judaism	subject.Religion.Divinities	 asia
Namibia	subject.Geography.African_Geography.African_Countries	 africa
Namibia	subject.Countries	 africa
Nanomedicine	subject.Science.Biology.Health_and_medicine	 asia
Napoleon_I_of_France	subject.People.Historical_figures	 europe
Napoleonic_Wars	subject.History.Pre_1900_Military	 europe
Napster	subject.IT.Websites_and_the_Internet	 north
Nash_equilibrium	subject.Mathematics	 asia
Nashville%2C_Tennessee	subject.Geography.North_American_Geography	 north
Natalie_Portman	subject.People.Actors_models_and_celebrities	 asia
Nathu_La	subject.Geography.Geography_of_Asia	 asia
National_Anthem_of_Russia	subject.Music.Musical_Recordings_and_compositions	 asia
National_Gallery%2C_London	subject.Design_and_Technology.Architecture	 europe
National_Gallery%2C_London	subject.Art.Art	 europe
National_Hockey_League	subject.Everyday_life.Sports_events	 north
National_parks_of_England_and_Wales	subject.Geography.Geography_of_Great_Britain	 europe
Nationalism	subject.Citizenship.Culture_and_Diversity	 world
Nationalism	subject.Citizenship.Politics_and_government	 world
Nationality	subject.Citizenship.Culture_and_Diversity	 world
Natural_disaster	subject.Geography.Geology_and_geophysics	 ant
Natural_gas	subject.Business_Studies.Business	 asia
Natural_gas	subject.Science.Chemistry.Chemical_compounds	 asia
Natural_selection	subject.Science.Biology.Evolution_and_reproduction	 south
Nature	subject.Science.Biology.General_Biology	 world
Nauru	subject.Geography.Geography_of_Oceania_Australasia	 o
Naval_Battle_of_Guadalcanal	subject.History.World_War_II	 asia
Navassa_Island	subject.Geography.North_American_Geography	 north
Nazi_Germany	subject.History.World_War_II	 europe
Nazism	subject.History.World_War_II	 europe
Necktie	subject.Everyday_life.Everyday_life	 asia
Negros_Oriental	subject.Geography.Geography_of_Asia	 asia
Neighbours	subject.Everyday_life.Television	 australia
Neil_Armstrong	subject.People.Geographers_and_explorers	 north
Neil_Young	subject.People.Performers_and_composers	 canada
